Temps(s),Température air (°C),Température point de rosée (°C),Nature des précipitations,Vitesse du vent (m/s),Rayonnement global (W/m2),Rayonnement atmosphérique (W/m2)
10008000.00,20.51,0.82,0.00,1.04,161.09,255.45
10011600.00,17.09,3.08,0.00,0.10,6.91,260.00
10015200.00,12.34,4.68,0.00,0.00,0.00,270.36
10018800.00,9.82,4.34,0.00,0.00,0.00,266.36
10022400.00,7.80,3.86,0.00,0.00,0.00,260.55
10026000.00,6.37,3.32,0.00,0.00,0.00,262.91
10029600.00,5.45,2.84,0.00,0.00,0.00,263.55
10033200.00,4.72,2.42,0.00,0.00,0.00,260.45
10036800.00,4.16,2.09,0.00,0.00,0.00,264.45
10040400.00,3.80,1.84,0.00,0.00,0.00,273.18
10044000.00,3.69,1.85,0.00,0.00,0.00,282.82
10047600.00,3.80,2.01,0.00,0.00,0.00,277.18
10051200.00,3.43,1.69,0.00,0.00,0.00,270.00
10054800.00,3.33,1.66,0.00,0.00,2.00,274.73
10058400.00,4.79,3.06,0.00,0.00,98.27,264.82
10062000.00,8.75,5.43,0.00,0.00,278.36,260.09
10065600.00,12.73,6.48,0.00,0.00,418.09,271.64
10069200.00,16.49,8.29,0.00,0.20,559.82,282.18
10072800.00,18.55,9.05,0.00,0.30,650.36,291.91
10076400.00,20.61,8.86,0.00,0.28,668.73,300.55
10080000.00,21.90,6.52,0.00,0.10,665.73,307.36
10083600.00,22.57,7.20,0.00,0.51,561.82,330.09
10087200.00,22.11,7.69,0.00,1.01,344.27,322.36
10090800.00,22.24,7.90,0.00,0.40,220.27,308.45
10094400.00,21.04,9.29,0.00,0.30,73.09,336.09
10098000.00,19.40,10.23,0.00,0.00,10.55,352.45
10101600.00,16.94,10.04,0.00,0.10,0.00,318.82
10105200.00,15.11,9.13,0.00,0.00,0.00,296.18
10108800.00,12.63,8.56,0.00,0.00,0.00,285.36
10112400.00,10.66,7.87,0.00,0.00,0.00,282.27
10116000.00,9.37,7.15,0.00,0.00,0.00,280.00
10119600.00,8.32,6.47,0.00,0.00,0.00,277.18
10123200.00,7.44,5.78,0.00,0.00,0.00,275.00
10126800.00,6.63,5.09,0.00,0.00,0.00,273.45
10130400.00,5.95,4.49,0.00,0.00,0.00,267.82
10134000.00,5.22,3.81,0.00,0.00,0.00,264.91
10137600.00,4.66,3.28,0.00,0.00,0.00,264.73
10141200.00,4.45,3.15,0.09,0.00,1.00,298.27
10144800.00,5.28,4.12,0.00,0.00,47.36,317.00
10148400.00,7.38,6.40,0.00,0.00,215.27,296.73
10152000.00,11.30,9.61,0.00,0.00,421.27,274.45
10155600.00,15.80,10.50,0.00,0.00,554.82,285.00
10159200.00,18.78,11.20,0.00,0.20,651.00,295.18
10162800.00,21.30,9.14,0.00,0.30,698.27,300.73
10166400.00,22.30,7.74,0.00,0.56,681.73,299.45
10170000.00,22.92,7.54,0.00,0.88,611.09,302.36
10173600.00,23.09,7.96,0.00,0.56,486.91,305.36
10177200.00,22.81,8.98,0.00,0.78,298.36,308.91
10180800.00,22.01,10.35,0.00,0.76,113.45,323.09
10184400.00,20.13,10.43,0.00,0.28,15.45,304.55
10188000.00,16.37,10.78,0.00,0.00,0.00,295.55
10191600.00,13.89,10.21,0.91,0.00,0.00,294.09
10195200.00,11.89,9.34,0.91,0.00,0.00,290.09
10198800.00,10.55,8.50,0.09,0.00,0.00,285.55
10202400.00,9.51,7.75,0.00,0.00,0.00,286.64
10206000.00,8.71,7.08,0.00,0.00,0.00,287.18
10209600.00,8.07,6.51,0.00,0.00,0.00,285.82
10213200.00,7.42,5.92,0.00,0.00,0.00,284.18
10216800.00,6.78,5.32,0.00,0.00,0.00,278.73
10220400.00,6.39,4.97,0.00,0.00,0.00,289.64
10224000.00,5.85,4.45,0.00,0.00,0.00,261.91
10227600.00,4.91,3.53,0.00,0.00,1.27,255.82
10231200.00,5.34,4.08,0.00,0.00,83.09,267.18
10234800.00,8.75,7.29,0.00,0.00,191.73,264.82
10238400.00,13.48,9.12,0.00,0.45,417.73,278.91
10242000.00,18.11,8.93,0.00,1.79,525.09,300.91
10245600.00,20.03,8.67,0.00,1.46,599.64,318.64
10249200.00,21.27,8.43,0.00,1.31,538.55,330.36
10252800.00,21.56,8.78,0.00,1.16,462.45,323.73
10256400.00,21.47,9.21,0.00,1.62,398.27,327.64
10260000.00,20.84,9.69,0.00,1.57,232.73,336.36
10263600.00,19.76,10.09,0.00,1.49,87.64,356.45
10267200.00,17.33,10.72,0.36,1.29,8.36,366.09
10270800.00,13.94,11.90,0.36,0.20,0.00,383.55
10274400.00,13.51,12.23,0.73,0.40,0.00,388.18
10278000.00,13.68,12.51,0.36,0.10,0.00,390.73
10281600.00,12.94,11.63,0.45,0.51,0.00,387.09
10285200.00,12.17,10.68,0.00,0.20,0.00,383.82
10288800.00,11.03,9.64,0.00,0.00,0.00,378.45
10292400.00,9.46,8.28,0.00,0.00,0.00,372.00
10296000.00,8.39,7.34,0.00,0.00,0.00,367.64
10299600.00,7.97,7.05,0.00,0.00,0.00,366.82
10303200.00,8.88,8.08,0.64,0.18,0.00,368.09
10306800.00,9.68,8.92,0.82,0.58,0.00,365.45
10310400.00,10.41,9.70,0.45,0.00,0.00,375.55
10314000.00,11.14,10.45,0.00,1.04,0.00,379.36
10317600.00,11.47,10.75,0.00,0.48,12.91,378.45
10321200.00,11.90,11.09,0.18,0.51,106.73,384.73
10324800.00,12.11,11.15,0.82,0.71,45.64,383.09
10328400.00,11.92,10.48,0.36,1.01,147.45,365.73
10332000.00,13.07,7.98,0.00,1.82,252.00,341.45
10335600.00,11.68,6.95,0.27,2.47,243.64,349.27
10339200.00,13.22,5.98,0.00,2.02,390.45,318.00
10342800.00,12.90,6.81,0.00,2.17,300.27,322.82
10346400.00,13.62,5.90,0.00,1.64,238.45,313.18
10350000.00,12.21,5.31,0.09,2.27,84.91,341.27
10353600.00,11.27,5.30,0.00,1.82,63.18,317.18
10357200.00,10.40,4.48,0.00,0.76,8.55,266.82
10360800.00,8.78,3.96,0.00,0.00,0.00,273.91
10364400.00,8.31,4.65,0.00,0.00,0.00,295.73
10368000.00,7.91,4.94,0.00,0.00,0.00,306.09
10371600.00,6.84,4.68,0.00,0.00,0.00,261.73
10375200.00,5.84,4.14,0.00,0.00,0.00,288.45
10378800.00,6.22,4.73,0.00,0.00,0.00,317.27
10382400.00,7.14,5.60,0.00,0.00,0.00,334.73
10386000.00,7.41,5.88,0.09,0.00,0.00,329.36
10389600.00,7.51,5.97,0.00,0.40,0.00,289.45
10393200.00,8.25,5.98,0.00,0.00,0.00,322.73
10396800.00,8.49,6.10,0.09,1.09,0.00,334.00
10400400.00,8.46,5.79,0.18,1.82,0.00,336.45
10404000.00,8.28,6.20,0.18,0.81,10.73,347.64
10407600.00,9.19,6.60,0.00,0.30,128.45,343.36
10411200.00,9.36,6.29,0.27,0.81,60.45,348.45
10414800.00,9.66,6.59,0.18,2.45,202.36,354.27
10418400.00,11.24,6.40,0.00,3.54,515.64,322.82
10422000.00,11.34,5.90,0.09,4.12,472.91,305.55
10425600.00,10.77,5.83,0.00,3.76,288.00,316.64
10429200.00,10.27,5.44,0.09,3.94,190.18,332.45
10432800.00,9.16,5.26,0.00,4.09,180.64,321.45
10436400.00,8.55,4.59,0.00,3.86,134.91,311.82
10440000.00,7.28,4.27,0.00,3.66,40.05,300.45
10443600.00,6.44,3.20,0.00,3.11,1.82,321.82
10447200.00,6.29,2.71,0.00,2.05,0.00,276.27
10450800.00,5.74,2.37,0.00,1.89,0.00,253.64
10454400.00,5.57,2.11,0.00,2.35,0.00,259.82
10458000.00,5.39,1.58,0.00,2.25,0.00,235.09
10461600.00,5.03,1.24,0.00,1.94,0.00,247.27
10465200.00,4.83,1.30,0.36,2.17,0.00,310.73
10468800.00,4.55,1.81,0.00,2.65,0.00,315.00
10472400.00,4.55,1.56,0.00,2.63,0.00,304.91
10476000.00,4.55,1.44,0.00,2.65,0.00,312.09
10479600.00,4.62,1.64,0.00,2.75,0.00,323.09
10483200.00,4.63,1.38,0.00,3.16,0.00,322.55
10486800.00,4.46,1.31,0.00,3.11,0.00,314.18
10490400.00,4.52,1.22,0.00,2.73,9.64,318.00
10494000.00,4.75,1.15,0.00,2.90,83.36,311.36
10497600.00,5.14,1.16,0.00,2.45,117.45,312.36
10501200.00,4.73,1.18,0.45,2.80,178.82,327.91
10504800.00,5.39,1.11,0.00,2.55,192.09,333.27
10508400.00,5.81,1.37,0.09,1.89,352.45,311.09
10512000.00,6.84,1.39,0.00,1.89,530.91,270.18
10515600.00,7.43,0.13,0.00,2.42,204.18,310.64
10519200.00,7.33,-0.29,0.00,2.15,156.00,312.73
10522800.00,7.11,0.08,0.00,1.89,100.91,304.00
10526400.00,6.60,0.03,0.00,1.49,42.36,288.64
10530000.00,6.08,-0.56,0.00,1.49,6.91,284.82
10533600.00,5.61,-0.45,0.00,1.11,0.00,301.45
